transaction_id,date,category,product,price,quantity
a013ac6e-deda-4e16-9b3d-bd5ce9a1fa6f,2024-08-16,Books,Comics,191.62,7
81f631d4-a392-41a7-9777-a4774c66e0a8,2023-10-20,Clothing,Shoes,328.69,7
5fb8d16c-2720-497d-b2eb-d6899be578c7,2024-06-23,Electronics,Smartwatch,483.29,10
f4188f3f-8a14-4e62-a95b-4715c333e861,2023-04-07,Books,Biography,405.18,9
eb2263dd-87c5-421e-ac24-a3c5c754108f,2023-11-29,Electronics,Laptop,133.25,5
7d154385-52fb-443b-9954-6eb400257ad1,2024-06-27,Home,Toaster,48.4,10
5cec4eb5-edd9-4831-9ca3-5cfb04fc6d82,2023-11-27,Clothing,Shirt,173.42,1
ce88cb2d-d4e8-4839-bc3e-058be0f3eab0,2024-03-01,Home,Chair,468.92,3
3da9c2a9-0ed4-4f1a-bd4c-bf374eb93eff,2023-04-17,Clothing,Shirt,288.56,8
14296c07-f26b-4776-913e-4de2e0c53cb8,2023-03-30,Books,Non-fiction,427.4,8
d0e6e660-7c69-4ee1-bb5e-4bcf15ed6269,2023-12-06,Clothing,Shoes,290.57,1
885f6e66-c2b6-42c5-ba5d-310011b7e948,2023-04-01,Clothing,Shirt,158.85,4
a8e56e0c-20de-435d-a031-d750c40db9b4,2024-11-26,Books,Science,270.12,9
2a45c2ab-8cbf-4db0-b264-accc79ac1b1e,2024-04-22,Clothing,Shoes,490.03,5
9b49bd26-df57-459a-8715-a10343dac043,2024-12-01,Electronics,Tablet,386.78,4
edcd465e-3638-4821-b6e0-7cc06c52c49f,2023-10-12,Toys,Board Game,262.28,1
b09b2a5c-badc-432a-8159-0f538a0f4efb,2023-09-30,Books,Science,297.43,10
66245bfa-4fcc-439a-b683-d2e6337ea2df,2023-05-30,Toys,Action Figure,200.68,9
5f987c71-a65e-488e-abf3-ad39fec21bbe,2023-09-23,Books,Science,426.92,9
7394988f-847f-49b4-a64d-1bcb702753a1,2023-12-05,Books,Comics,76.63,4
1064005c-3985-43cf-bf76-be1d1efa2197,2024-12-13,Home,Toaster,419.42,10
8dcdcd03-969b-4662-8562-8059568cc69b,2023-02-13,Home,Lamp,341.59,3
01d74256-3860-4ab6-96a4-02f23ae8cc93,2023-07-03,Clothing,Jeans,302.73,1
0f1259e0-a18f-46b6-b535-106e122c9a56,2023-06-29,Toys,Board Game,374.79,6
080aadfb-e7c9-4b26-9141-25c63a9bedd4,2023-03-12,Books,Fiction,301.45,4
839fbc50-1223-4513-9496-f63cdc1110c1,2024-04-01,Clothing,Jacket,253.68,1
7c441fe7-ab42-40a7-874a-493b3ceddf2d,2023-01-07,Electronics,Smartphone,140.36,3
b92da22b-21df-406f-8a0b-3c3336d8393a,2023-06-25,Books,Science,241.75,2
93829b43-922f-415a-a1e3-db63ef7ddc76,2023-11-16,Electronics,Laptop,250.04,5
7914c120-c8dc-419f-be35-11287900f7f9,2024-08-02,Clothing,Shoes,34.11,7
1825bc54-30be-445f-a835-14f2ceb81f9d,2024-08-06,Home,Toaster,80.59,6
5ab33edf-6e59-4ed3-a8b3-17fa18d0752b,2024-11-19,Clothing,Jeans,424.79,7
dd2467ac-778e-4db3-a93d-ffbc6c6fa611,2024-09-18,Electronics,Laptop,351.7,7
a748dbcf-ac61-4e63-8dde-29a6baa4b71a,2024-09-07,Books,Fiction,461.96,10
0f844fef-1931-49ee-a56c-0941fbf24050,2024-02-20,Toys,Board Game,429.11,4
ccf3a171-56dc-4907-ba6c-34ab6712303a,2024-03-16,Clothing,Shoes,153.06,9
310c0c00-3fa7-4104-9bf9-0e27dc96925e,2023-02-04,Books,Non-fiction,495.58,1
23e2fcb4-72d8-467d-894a-05e430b187ef,2024-09-13,Home,Chair,199.18,2
766ecb15-474e-4c19-aef9-12766c006f61,2023-01-11,Home,Lamp,340.56,2
134c6c92-ec5b-427c-9fde-4fbf3ff350bf,2024-11-08,Home,Toaster,380.07,9
db20a56e-dc81-4fe7-8eda-8bbb71710434,2024-07-12,Books,Biography,40.55,5
a6f2f7b8-0cf3-4b58-9910-8be58ce21ea3,2023-07-13,Clothing,Jacket,144.77,9
03c72ba8-d605-4770-8a63-f881ffd0f9d5,2024-09-22,Books,Non-fiction,352.05,10
c0e9ab30-ed26-42e9-97e0-11b7f8102383,2023-02-13,Books,Science,199.92,6
680ac07a-2a93-4d62-bc83-5dc0d9441fa5,2023-02-28,Toys,Board Game,165.09,6
dd59ba71-36b8-4481-bb3a-4e3e7c52fa17,2023-02-13,Toys,Lego Set,433.6,5
2a25a888-0f02-4ad0-a706-7ef466aa9385,2023-04-08,Clothing,Shirt,425.66,4
63f2ae24-fc3d-4348-808d-4127610461e3,2023-12-06,Toys,Doll,231.48,10
c8fe3ccd-c8b8-49c6-ad30-49cf43e458fc,2023-05-20,Home,Vacuum,290.69,4
b253d218-6c4a-47ea-8906-17f2747b6dba,2023-08-07,Toys,Puzzle,349.5,8
c88a618e-fed4-457d-bb02-6576f512c4c3,2023-02-02,Home,Toaster,449.12,7
7c967f79-b7e9-4aca-a970-65e18e46d534,2023-08-31,Clothing,Jeans,112.98,10
37bb3eec-4bf5-4b52-b09d-258c27a0c3d7,2023-09-28,Books,Non-fiction,368.98,1
bc594585-9445-48c0-8ef8-c2d6f7fd5646,2024-04-11,Books,Fiction,184.3,5
504867ba-bf7b-439b-8f9a-ea4b8acd4e10,2024-05-22,Toys,Lego Set,55.46,3
7a0ecfea-958c-49ba-8cd6-20c20ea2622b,2024-11-21,Home,Vacuum,191.4,7
87f7e1fb-da4b-49ca-ab5c-f46780bacd64,2023-07-08,Electronics,Headphones,341.33,9
82010c62-f5f5-4b22-8e8f-a8e0284d82e5,2023-08-15,Electronics,Laptop,463.36,2
118a9d29-2f92-4996-99f1-95d014822f53,2023-04-10,Electronics,Smartphone,181.01,9
dca02eec-acda-4acc-9165-e21098543881,2024-04-14,Books,Biography,93.92,2
f10c718b-1eb0-438a-a75d-d5af3c365296,2023-11-04,Books,Fiction,63.09,9
94340a03-3f07-4814-91d6-3f78e3e9de99,2024-01-06,Home,Chair,326.8,5
14fcdd54-9e8f-4965-8a2c-827e98326856,2024-05-24,Toys,Lego Set,219.74,6
90b2b633-956b-4c0c-a849-9b926b5252e3,2023-04-05,Electronics,Laptop,315.35,2
42c18a62-ef48-48d5-90fd-9d3f85d51695,2024-05-23,Home,Lamp,126.28,9
506e5a9a-b758-488d-ab73-295b344a54b8,2023-02-28,Home,Blender,124.22,5
21813d25-6552-48a6-83ff-50113d1a85dd,2023-02-28,Toys,Puzzle,154.83,9
750cab75-4ccc-4bc2-a53f-8a28abf3e3fc,2023-07-13,Home,Chair,477.5,10
ef8c485b-c07a-40f2-add4-253b50f0fd0a,2024-12-28,Toys,Puzzle,389.05,5
9f044aed-7552-4327-8262-7f7312922f83,2024-02-26,Clothing,Shirt,389.98,8
19985f15-ff00-4d4d-9020-59e4ff9ab5c2,2023-06-08,Toys,Puzzle,141.23,7
8181a8cc-3691-47eb-89a2-688b12c136e0,2024-01-19,Electronics,Headphones,186.82,10
5958a499-eeea-463e-a1e8-ac6843e42caf,2024-06-30,Electronics,Smartphone,62.73,8
3e896c64-e117-4ac3-919c-4ea3e1805081,2024-07-24,Toys,Action Figure,247.16,4
702cdd20-2862-48b8-88f4-ef125e9953d2,2024-09-22,Clothing,Hat,116.34,6
4d71c366-b41b-4143-8b10-550cd5704f32,2023-10-04,Clothing,Hat,288.63,8
ce9e1a11-fcbb-4e59-bbdd-cf7c9c96e9ec,2024-11-27,Electronics,Smartwatch,242.35,8
aaf91531-0200-41f0-8768-a84fa76afde6,2024-12-10,Clothing,Shirt,398.2,10
ee87905e-4ca4-45ea-8dfa-6a56d12dbc9a,2024-10-28,Home,Vacuum,195.06,1
e0ccedc5-f05d-476e-9a84-a51aa9d3d7c7,2023-06-20,Books,Biography,152.69,8
e3c43657-1d8c-4bac-83b4-09ef2260e70f,2023-12-10,Home,Vacuum,54.22,2
27cb6f2a-8da0-4097-be0f-051b1b66b5a9,2024-07-06,Electronics,Smartphone,358.32,5
35ebd32d-9ad6-40ab-8821-2ddb45b89cd9,2023-08-23,Clothing,Hat,96.52,2
afffcfd2-341e-440b-97c7-00aab7b56ea7,2023-10-12,Toys,Action Figure,199.93,7
81627cf1-4394-42e6-9a58-7e8aa25d6b29,2024-08-28,Books,Science,392.82,4
e87d1c78-e7c4-41c7-8049-7b717d106c60,2024-03-03,Toys,Lego Set,246.84,4
a2607723-17a0-4f49-8d01-280fd89a40c0,2023-08-15,Electronics,Smartwatch,419.39,6
0b49452d-46d4-43f3-9450-281c6c6f7633,2024-11-04,Clothing,Hat,358.31,7
217d65a0-c568-41cd-9563-f61600e85ece,2024-05-21,Toys,Action Figure,377.99,6
295d6fbf-430f-401d-bad4-09e2a319dcb4,2023-07-08,Toys,Board Game,483.01,9
b4a69f3c-8d3a-4d99-b11c-21c9bdc14f1f,2024-02-13,Books,Fiction,94.43,9
1ca3c448-0279-46a6-8f97-97b06d7ce3c9,2024-11-23,Books,Science,349.13,1
b0e6a969-e213-42b0-b1ee-dba313432e61,2023-07-26,Clothing,Shirt,279.59,5
093923de-8bab-4e3b-a628-6bfbe767dcea,2023-09-04,Books,Comics,65.91,4
8d7248e2-951f-48d0-9e84-f058d5a804eb,2024-06-24,Toys,Board Game,289.67,5
0ab54bde-20a0-4502-ae06-809725e97977,2024-02-24,Toys,Board Game,48.47,2
eededb07-e623-4689-9d59-cd2a4eea04e7,2024-01-26,Electronics,Tablet,426.47,7
0a368ce7-dc57-4131-b8e1-daa7cbceabde,2023-03-22,Toys,Action Figure,46.88,6
ae9bec36-35c7-436c-9b99-62c6e61fecc0,2023-02-10,Clothing,Shirt,255.54,2
5a8aaeca-1a50-4ec3-aabc-25fa3fe12e47,2023-09-26,Home,Toaster,483.31,9
dfed2c43-e256-46dc-8f54-86b7c7b5b2bc,2024-11-29,Electronics,Laptop,214.41,3
bfddc3d9-9ee3-4c2a-b94d-62046808593f,2023-11-15,Electronics,Smartphone,127.93,8
3c9ad14c-ee0c-4eb5-acfe-db992790cebd,2024-06-30,Clothing,Shirt,473.38,6
ccc56569-f9e8-4369-a999-b735dd56cc94,2024-04-27,Clothing,Hat,452.79,6
698c206f-e1a4-4e10-ad53-4dd0cf8ebc5a,2024-01-12,Books,Comics,331.28,4
ecab3301-bc8f-4d29-adea-94930658663a,2023-08-05,Electronics,Headphones,74.23,10
696608aa-ee49-4329-884a-7b28550a1b46,2023-03-01,Books,Biography,349.08,5
bc2cbb0d-dd33-4cc7-ab7f-089acd5f4822,2023-06-07,Toys,Lego Set,455.84,3
28c13091-444d-410b-bf87-e362cf8d446a,2024-12-08,Electronics,Tablet,305.06,4
61ee411a-1bac-47a7-b386-f7a4c991603f,2023-04-16,Electronics,Smartwatch,108.87,8
787f2425-dbcc-4477-89e9-db0adf465290,2024-10-14,Home,Blender,333.0,4
eb1fa9f2-d10b-41d0-b317-347038f16a81,2024-02-08,Electronics,Smartphone,122.36,4
d20eac17-4e20-4d1a-9983-36e375d66ed4,2023-06-28,Toys,Board Game,75.13,4
39118497-3a43-42ba-9f0f-06cbcb9bc326,2023-08-24,Books,Non-fiction,478.92,5
6601ddd0-3170-4437-a8f7-ef5a060edf5b,2024-07-29,Books,Science,278.27,4
11c58ef0-dd46-4c09-8752-87aa5408f9ac,2024-03-04,Home,Chair,182.74,4
59e4b671-4774-4c58-85f8-bc16f7860b50,2023-06-12,Toys,Board Game,365.91,4
adf4e62d-6651-429e-8268-690ba43825b5,2023-04-05,Books,Biography,41.81,4
54c63cd8-8945-4f27-97fa-2d8dfb2ca025,2023-10-16,Clothing,Jacket,134.03,10
e08596db-1d87-4966-8710-d430f071d879,2024-07-16,Toys,Board Game,203.03,6
94a1875d-2db6-4edb-82de-ffccf86c2ca2,2024-09-25,Toys,Action Figure,472.65,3
09cb3942-43f5-4a85-bbc9-f87af668a617,2024-09-03,Home,Lamp,470.4,2
587ef344-6f3f-420c-98b8-e4cc1bc044fc,2023-04-20,Books,Non-fiction,270.27,2
6fb78271-504d-481f-8953-5b63ba81edd9,2023-01-27,Toys,Action Figure,316.64,2
1d9af659-82ec-4f2d-bbf6-e16f9b3080d5,2023-07-01,Books,Comics,497.7,8
30a900ad-939b-462d-a645-f129629c2ae3,2024-06-25,Clothing,Jeans,358.65,10
6fa17735-b572-43d0-8b5c-ea6a41357e8c,2023-12-07,Home,Chair,330.37,1
ce777f00-ecf2-4e76-8519-7ff4006ed6e3,2024-05-18,Clothing,Hat,304.45,9
f0b5156b-b82c-4074-afd5-dea589d7fd6c,2024-08-15,Home,Lamp,411.68,1
3270e4fa-abae-4f43-bcae-8081bdf070aa,2023-12-18,Toys,Doll,496.26,8
f2e9702d-11e9-4daa-ae69-81a35d3d9e56,2023-03-29,Home,Lamp,192.58,6
9f871ce7-5487-4d4f-abb7-a385aa0b7b14,2023-01-16,Electronics,Smartwatch,127.51,10
1fe771d6-d917-4793-a9d3-c2e6505cc686,2024-01-22,Books,Comics,66.69,6
81d2c7de-4ce1-4b90-a669-7833b841d0a0,2024-10-10,Books,Fiction,343.57,8
5380b904-688c-4015-aab9-7e494f2d4796,2023-01-26,Electronics,Headphones,37.65,10
8dedf9fb-4bb0-4f20-b27c-40266703b636,2023-07-28,Clothing,Shirt,184.6,5
aa38d0a1-6ba2-4efe-b11c-6eb62095eef6,2023-08-03,Electronics,Tablet,390.15,8
bf85bf0e-ad64-456c-a10f-aa3ff0bbac67,2024-03-31,Toys,Board Game,435.08,3
91b0e1d9-9d92-42af-ac8d-0e44e71e43a6,2023-10-25,Toys,Board Game,140.46,9
d56f0350-8c45-4ce2-a7f4-8ad54d0b0d1a,2023-08-21,Books,Fiction,191.69,5
35ce8841-4973-4d6c-8dca-bfb7001a9a8b,2024-10-03,Toys,Board Game,192.42,7
9b4e2c24-9479-41e6-8927-7d9b6e0d2648,2023-03-06,Books,Fiction,392.45,4
7118e364-7709-4749-927e-ecfaa79ac9aa,2023-02-15,Electronics,Smartphone,91.99,10
82dc4c8e-36b5-429a-acf5-e81e71316269,2023-08-04,Electronics,Tablet,296.47,3
f5b78cc7-e6b3-4944-8b32-3e357922bac2,2024-10-24,Electronics,Headphones,52.29,1
a8aa7158-2b70-4525-bc67-f831cbc84759,2024-04-17,Books,Comics,351.73,9
a9f25336-83f4-49a9-88a6-39d015b52908,2023-10-25,Electronics,Tablet,278.01,7
17e8392a-55ce-45db-9e87-e04ca2086977,2024-01-19,Electronics,Smartwatch,54.04,8
3c20592f-c04a-46c4-b3b6-3fe1d1843324,2023-01-14,Clothing,Shirt,89.52,9
ce7ae7f6-3982-4cff-8f77-a665ac3c5640,2024-10-31,Electronics,Headphones,94.43,1
0bd4a990-0640-4e0f-a5b8-fd4b32fa2de8,2023-10-24,Toys,Lego Set,278.08,9
9c7c7377-79a2-4903-bbe3-3b243eae0032,2023-10-25,Books,Biography,241.05,6
74962764-12a4-4ef0-84bb-b7a9d98868dd,2023-12-10,Clothing,Jeans,133.24,7
935f2b0a-a138-4ddc-a2d9-de5d6a18ce4c,2023-02-03,Home,Chair,358.05,3
624c69b6-b244-45a7-b7e5-848131c681ec,2023-06-23,Books,Non-fiction,75.62,8
25c73c44-3e75-43b4-a64f-a6637e8f8095,2023-06-08,Toys,Lego Set,369.03,2
e4855aa1-016b-4287-b008-05cca7f36ae9,2023-10-21,Books,Fiction,459.63,9
e2add909-c521-4f2d-9c45-d539c03f3538,2023-05-23,Toys,Doll,355.21,8
3805f907-6cd6-4193-8746-8f591b494e15,2024-05-26,Toys,Board Game,340.72,6
b227462c-f53d-4330-8dda-24ba2d06e8cf,2023-11-30,Home,Lamp,354.86,1
8eb22579-0cdb-4ca4-b6ec-bdd68498e113,2024-02-17,Books,Non-fiction,222.29,1
1f115b76-d92c-4227-aadf-50853fcb7546,2023-02-09,Home,Toaster,400.24,4
76f2dbfe-cd29-436f-a222-82e174daaebf,2024-05-26,Home,Chair,146.98,7
8f15ba58-fce6-4504-87f8-424daae65fc1,2023-08-25,Books,Biography,262.69,10
c1581092-f335-4ba3-913a-7052986f9025,2023-01-24,Electronics,Laptop,156.07,2
d0a44432-9cd6-4852-b14c-7df4e4347d51,2024-02-24,Electronics,Smartphone,473.99,6
6d3ee1dc-8139-4443-a45b-712eb8225688,2024-08-14,Home,Lamp,386.44,6
722764e6-8c41-461b-a827-a1b9d4a02e53,2023-09-27,Clothing,Shirt,319.16,10
dc8aee30-be60-43f7-a8be-9288e5af6e39,2024-12-27,Home,Blender,366.33,5
c074718e-425a-409f-b337-c59979844388,2023-01-20,Home,Blender,86.73,3
46fde062-a33d-47af-9701-410d3f4b1a70,2024-12-06,Home,Blender,46.87,9
7c0e8cd8-8573-4793-8715-b2b9c40c5d91,2024-04-16,Electronics,Tablet,279.31,5
709b7d97-464c-44af-bd3f-3799a07295e9,2024-08-08,Electronics,Headphones,405.13,4
3c07c574-4925-4af1-b6aa-e05b13d5f2f7,2024-11-23,Electronics,Smartphone,481.27,5
e49d681d-51d8-4c64-95fa-1ab8458f1f19,2023-09-18,Home,Lamp,340.13,8
269cd696-236c-4b87-94a0-bccb8a476a87,2024-12-16,Clothing,Jeans,242.43,10
271e3ee2-b1a6-41f1-a20e-99d33b33f3d8,2024-10-04,Electronics,Smartwatch,344.14,6
6a34c854-1071-4d51-b6c5-9dacb4d7e28e,2024-12-04,Books,Science,350.45,6
7746d0ba-8ae8-405b-94b4-a48268586eba,2023-07-22,Books,Biography,11.88,3
d5385b0e-34f3-493c-8ff0-a55c6a702e2f,2024-09-20,Books,Non-fiction,455.89,8
c51155ff-e7a3-4e81-a3b4-c08b6b8e869f,2024-08-07,Toys,Action Figure,358.51,7
05000bc6-b20d-4b6e-b231-1f1795863a76,2024-04-03,Home,Chair,376.09,4
9360715f-c3fe-4183-a172-b725db52ca58,2023-06-17,Books,Non-fiction,497.14,7
f1578470-0182-47c4-ba1b-58066160a6b4,2024-08-10,Home,Chair,343.62,6
63d62a39-c0e3-4efd-8c71-e0fe5a0cdd7c,2023-01-21,Books,Fiction,305.65,6
d5f25073-f414-42b1-a442-9ebbda7b9095,2023-09-21,Clothing,Jeans,338.89,7
bc10fa52-bf5d-4fdf-89c8-d2ab6b44fa8d,2024-07-16,Home,Chair,452.38,5
e5d6f6e6-9a6e-42f5-8cc4-29038bcf53a1,2024-10-05,Books,Non-fiction,42.19,8
45df16b6-382c-443f-bcfc-9b793875394c,2024-04-26,Electronics,Laptop,259.27,3
638c254c-076e-4bba-bc53-08bf6f92f25e,2023-12-03,Home,Blender,214.25,10
cc530e36-addc-4e13-ab3b-4d37560c95ee,2024-11-02,Toys,Puzzle,89.39,3
d72b6108-2a40-4f12-b963-f37f67814c1f,2023-11-28,Electronics,Smartphone,172.29,10
fb10987f-20ac-4703-ab67-146a77a6e17c,2024-08-29,Electronics,Laptop,416.7,4
e82c7d7b-06e7-45f9-88bc-539c9f4c3b79,2024-07-19,Toys,Action Figure,148.58,2
a9ba5a27-907b-4e36-9786-48f864de82e6,2024-12-21,Electronics,Headphones,150.3,5
6db99102-a48b-4dbe-957d-94a106f028ff,2024-07-24,Electronics,Laptop,6.11,4
2e85cb21-7631-4e9d-9de9-f86322bd3388,2024-08-06,Books,Science,199.84,9
53cd6268-610c-4373-8299-9aa40cdf742b,2023-02-13,Books,Comics,464.91,7
56666f9f-53ac-4ab9-b467-2cd9362f5e5c,2024-09-18,Home,Chair,413.74,7
473bd358-610e-4a64-a130-1617c2dff335,2023-03-25,Home,Blender,468.03,4
6bebac31-d4f8-4d72-b382-1cfdc083b73a,2024-03-04,Home,Chair,424.93,3
78660765-14f7-4e8d-95bc-b8d04094dded,2023-10-28,Books,Fiction,181.09,3
0d557b61-8a17-4dfe-bfc0-0dc804f64d86,2024-07-13,Home,Chair,232.88,8
39669fa7-5997-4043-b3b1-025bfff9f585,2024-12-24,Electronics,Tablet,180.18,1
f510ab53-c7fe-439f-9190-f938a66fd7f7,2024-06-09,Books,Fiction,178.11,3
07f194f9-c115-4d6d-8a4e-5b70a6d964a3,2023-08-11,Home,Vacuum,204.02,7
d6d7b3b8-3309-4d35-bf4d-f561f319c125,2024-10-27,Electronics,Smartphone,55.16,8
3d114802-2702-478b-9f0f-da8d05379ff6,2024-12-28,Home,Lamp,102.78,3
1d48a071-ab61-47b1-b93b-4c3220500494,2024-02-19,Clothing,Hat,259.59,9
770c7798-37cc-463b-b2a0-345990604f62,2023-12-26,Home,Vacuum,208.31,9
5e6fea07-c453-4f1d-8199-2fdfb31022f0,2023-11-25,Clothing,Shoes,8.42,6
f6b751f7-9b74-4245-9b1b-c8952af43ab7,2024-03-19,Home,Toaster,116.92,8
c71d5e60-1d52-46ab-b7e6-427cbf780e3f,2024-07-11,Toys,Puzzle,190.28,5
4fa03f26-f6f7-40cc-a9ec-8e49d1bdb8c0,2024-03-16,Home,Toaster,217.03,5
edcb8cb6-0692-4c63-9424-aed51bac5c15,2024-08-19,Books,Non-fiction,270.53,9
e87466d7-ad66-41bd-9367-6a024fdc6e1b,2024-02-07,Books,Comics,58.8,10
f1043785-658b-4523-a014-1de9f54ad0a2,2023-07-21,Clothing,Shoes,329.86,1
9793b9b4-1374-4146-b2c5-bd89b70b3420,2023-05-06,Books,Biography,85.11,7
3e2b6091-a092-452a-94a0-57a7b0cc1b3b,2023-10-23,Electronics,Tablet,374.81,2
4d3485c5-c5c1-4eb4-b27b-3d901a16342c,2023-12-28,Toys,Action Figure,182.82,3
ce3714af-99b4-4350-af2b-99b4d9acd158,2024-08-01,Toys,Board Game,59.78,1
90e0f4a0-fbdd-4933-8bd5-8bf61efd76e9,2024-12-18,Electronics,Tablet,24.93,4
8861fe18-58e2-4888-8a83-81bec85aca46,2023-07-04,Clothing,Shoes,213.42,5
11a72609-5edd-4bbf-a959-76636daa2e68,2023-04-12,Electronics,Tablet,450.99,8
033d2bce-575a-4d2c-a5c5-650c8186a576,2024-12-05,Electronics,Laptop,334.77,2
7d7ddbed-d284-476c-ab88-f83dd97dc9cd,2023-01-11,Toys,Puzzle,480.05,8
